timestamp,memory_used_mib,utilization_gpu_pct,temperature_gpu_c,power_draw_w
2026/08/09 11:23:12.678, 14080, 99, 58, 190.42
2026/08/09 11:23:13.711, 14080, 99, 58, 190.68
2026/08/09 11:23:14.747, 14080, 99, 58, 190.64
2026/08/09 11:23:15.784, 14080, 99, 61, 199.45
2026/08/09 11:23:16.820, 14080, 100, 59, 196.53
2026/08/09 11:23:17.856, 14080, 99, 58, 190.74
2026/08/09 11:23:18.892, 14080, 99, 58, 190.64
2026/08/09 11:23:19.931, 14080, 99, 58, 190.29
2026/08/09 11:23:20.969, 14080, 99, 58, 190.55
2026/08/09 11:23:22.007, 14080, 99, 62, 198.82
2026/08/09 11:23:23.045, 14080, 99, 58, 192.91
2026/08/09 11:23:24.081, 14080, 99, 58, 190.68
2026/08/09 11:23:25.116, 14080, 99, 58, 190.68
2026/08/09 11:23:26.152, 14080, 99, 58, 190.75
2026/08/09 11:23:27.188, 14080, 99, 58, 192.66
2026/08/09 11:23:28.217, 14080, 100, 59, 204.47
2026/08/09 11:23:29.253, 14080, 99, 59, 190.54
2026/08/09 11:23:30.296, 14080, 99, 58, 190.59
2026/08/09 11:23:31.339, 14080, 99, 58, 190.48
2026/08/09 11:23:32.376, 14080, 99, 58, 190.62
2026/08/09 11:23:33.414, 14080, 99, 62, 206.12
2026/08/09 11:23:34.451, 14080, 99, 59, 190.86
2026/08/09 11:23:35.486, 14080, 99, 59, 190.60
2026/08/09 11:23:36.526, 14080, 99, 59, 190.85
2026/08/09 11:23:37.578, 14080, 99, 59, 190.79
2026/08/09 11:23:38.611, 14080, 99, 62, 198.47
2026/08/09 11:23:39.639, 14080, 99, 59, 201.70
2026/08/09 11:23:40.676, 14080, 99, 59, 190.97
2026/08/09 11:23:41.710, 14080, 99, 59, 190.77
2026/08/09 11:23:42.747, 14080, 99, 59, 190.70
2026/08/09 11:23:43.786, 14080, 99, 59, 190.53
2026/08/09 11:23:44.840, 14080, 0, 50, 73.68
2026/08/09 11:23:45.875, 14080, 0, 50, 60.08
2026/08/09 11:23:46.909, 14080, 0, 49, 40.41
2026/08/09 11:23:47.952, 14080, 0, 48, 39.69
2026/08/09 11:23:48.982, 14080, 0, 48, 39.46
2026/08/09 11:23:50.010, 14080, 0, 47, 39.64
2026/08/09 11:23:51.043, 14080, 0, 47, 39.56
2026/08/09 11:23:52.083, 14080, 0, 47, 39.44
2026/08/09 11:23:53.117, 14080, 0, 47, 39.55
2026/08/09 11:23:54.147, 14080, 0, 47, 39.38
2026/08/09 11:23:55.176, 14080, 0, 47, 39.10
2026/08/09 11:23:56.206, 14080, 0, 46, 39.22
2026/08/09 11:23:57.235, 14080, 0, 46, 39.08
2026/08/09 11:23:58.264, 14080, 0, 46, 38.81
2026/08/09 11:23:59.294, 14080, 0, 46, 38.82
2026/08/09 11:24:00.329, 14080, 0, 46, 38.86
2026/08/09 11:24:01.360, 14080, 0, 46, 38.90
2026/08/09 11:24:02.392, 14080, 0, 44, 20.64
2026/08/09 11:24:03.435, 14080, 0, 44, 12.94
2026/08/09 11:24:04.476, 14080, 0, 44, 6.26
2026/08/09 11:24:05.510, 14080, 0, 44, 5.49
2026/08/09 11:24:06.548, 14080, 0, 43, 5.48
2026/08/09 11:24:07.584, 14080, 0, 43, 5.46
2026/08/09 11:24:08.623, 14080, 0, 43, 5.47
2026/08/09 11:24:09.663, 14080, 0, 43, 5.51
2026/08/09 11:24:10.696, 14080, 0, 43, 5.53
2026/08/09 11:24:11.732, 14080, 0, 43, 5.46
2026/08/09 11:24:12.766, 14080, 0, 43, 5.43
2026/08/09 11:24:13.812, 14080, 0, 42, 5.47
2026/08/09 11:24:14.851, 14080, 0, 42, 5.44
2026/08/09 11:24:15.887, 14080, 0, 42, 5.42
2026/08/09 11:24:16.922, 14080, 0, 42, 5.40
2026/08/09 11:24:17.957, 14080, 0, 42, 5.42
2026/08/09 11:24:18.992, 14080, 0, 42, 5.43
2026/08/09 11:24:20.030, 14080, 0, 42, 5.41
2026/08/09 11:24:21.069, 14080, 0, 41, 5.42
2026/08/09 11:24:22.103, 14080, 0, 41, 5.42
2026/08/09 11:24:23.135, 14080, 0, 41, 5.39
2026/08/09 11:24:24.166, 14080, 0, 41, 5.14
2026/08/09 11:24:25.209, 14080, 0, 41, 4.91
2026/08/09 11:24:26.239, 14080, 0, 41, 4.90
2026/08/09 11:24:27.282, 14080, 0, 41, 4.88
2026/08/09 11:24:28.312, 14080, 0, 41, 4.88
2026/08/09 11:24:29.341, 14080, 0, 41, 4.88
2026/08/09 11:24:30.372, 14080, 0, 41, 4.88
