timestamp,memory_used_mib,utilization_gpu_percent,temperature_c,power_w
2026/08/08 12:41:05.200, 9198, 48, 48, 77.18
2026/08/08 12:41:06.221, 9198, 48, 48, 77.57
2026/08/08 12:41:07.242, 9198, 59, 49, 99.69
2026/08/08 12:41:08.262, 9198, 48, 48, 77.44
2026/08/08 12:41:09.284, 9198, 47, 48, 77.46
2026/08/08 12:41:10.305, 9198, 67, 50, 99.76
2026/08/08 12:41:11.326, 9198, 48, 48, 78.72
2026/08/08 12:41:12.346, 9198, 47, 48, 77.24
2026/08/08 12:41:13.368, 9198, 49, 48, 88.75
2026/08/08 12:41:14.393, 9198, 47, 48, 92.27
2026/08/08 12:41:15.416, 9198, 47, 48, 77.30
2026/08/08 12:41:16.438, 9198, 47, 48, 78.62
2026/08/08 12:41:17.461, 9198, 66, 50, 99.87
2026/08/08 12:41:18.485, 9198, 48, 48, 78.04
2026/08/08 12:41:19.508, 9198, 48, 48, 78.41
2026/08/08 12:41:20.529, 9198, 47, 49, 100.94
2026/08/08 12:41:21.552, 9198, 47, 48, 78.11
2026/08/08 12:41:22.576, 9198, 48, 48, 77.75
2026/08/08 12:41:23.598, 9198, 67, 50, 97.33
2026/08/08 12:41:24.620, 9198, 48, 48, 84.44
2026/08/08 12:41:25.642, 9198, 48, 48, 78.07
2026/08/08 12:41:26.663, 9198, 49, 49, 85.43
2026/08/08 12:41:27.686, 9198, 47, 48, 96.93
2026/08/08 12:41:28.707, 9198, 48, 48, 77.58
2026/08/08 12:41:29.730, 9198, 48, 48, 78.03
2026/08/08 12:41:30.753, 9198, 58, 49, 100.50
2026/08/08 12:41:31.773, 9198, 48, 48, 77.76
2026/08/08 12:41:32.794, 9198, 47, 48, 77.85
2026/08/08 12:41:33.815, 9198, 67, 50, 100.39
2026/08/08 12:41:34.835, 9198, 47, 48, 78.59
2026/08/08 12:41:35.859, 9198, 48, 48, 77.99
2026/08/08 12:41:36.883, 9198, 48, 48, 89.55
2026/08/08 12:41:37.908, 9198, 47, 48, 88.61
2026/08/08 12:41:38.928, 9198, 47, 48, 77.74
2026/08/08 12:41:39.951, 9198, 48, 48, 79.36
2026/08/08 12:41:40.977, 9198, 65, 50, 100.07
2026/08/08 12:41:42.001, 9198, 48, 48, 77.99
2026/08/08 12:41:43.025, 9198, 48, 48, 78.03
2026/08/08 12:41:44.048, 9198, 48, 48, 100.60
2026/08/08 12:41:45.071, 9198, 48, 48, 77.79
2026/08/08 12:41:46.095, 9198, 48, 48, 77.75
2026/08/08 12:41:47.118, 9198, 68, 50, 99.53
2026/08/08 12:41:48.142, 9198, 68, 50, 98.80
2026/08/08 12:41:49.165, 9198, 48, 48, 99.00
2026/08/08 12:41:50.186, 9198, 48, 48, 77.45
2026/08/08 12:41:51.206, 9198, 47, 48, 77.21
2026/08/08 12:41:52.227, 9198, 48, 50, 99.73
2026/08/08 12:41:53.248, 9198, 48, 48, 78.00
2026/08/08 12:41:54.270, 9198, 48, 48, 77.74
2026/08/08 12:41:55.294, 9198, 48, 48, 77.34
2026/08/08 12:41:56.317, 9198, 48, 48, 77.83
2026/08/08 12:41:57.337, 9198, 48, 48, 78.18
2026/08/08 12:41:58.360, 9198, 68, 50, 102.43
2026/08/08 12:41:59.382, 9198, 48, 48, 78.87
2026/08/08 12:42:00.405, 9198, 67, 50, 101.48
2026/08/08 12:42:01.428, 9198, 48, 48, 77.44
2026/08/08 12:42:02.451, 9198, 67, 50, 100.74
2026/08/08 12:42:03.474, 9198, 48, 48, 81.08
2026/08/08 12:42:04.498, 9198, 68, 50, 88.83
2026/08/08 12:42:05.521, 9198, 48, 48, 94.47
2026/08/08 12:42:06.544, 9198, 48, 48, 77.64
2026/08/08 12:42:07.567, 9198, 48, 48, 77.79
2026/08/08 12:42:08.590, 9198, 68, 50, 105.37
2026/08/08 12:42:09.613, 9198, 68, 50, 119.79
2026/08/08 12:42:10.638, 9198, 66, 50, 119.60
2026/08/08 12:42:11.663, 9198, 67, 50, 119.69
2026/08/08 12:42:12.689, 9198, 68, 51, 119.79
2026/08/08 12:42:13.713, 9198, 67, 51, 119.85
2026/08/08 12:42:14.734, 9198, 67, 51, 119.39
2026/08/08 12:42:15.759, 9198, 68, 51, 119.52
2026/08/08 12:42:16.781, 9198, 68, 51, 120.28
2026/08/08 12:42:17.807, 9198, 67, 51, 120.23
2026/08/08 12:42:18.831, 9198, 68, 51, 119.68
2026/08/08 12:42:19.854, 9198, 67, 51, 119.61
2026/08/08 12:42:20.878, 9198, 67, 51, 119.17
2026/08/08 12:42:21.901, 9198, 67, 51, 119.29
2026/08/08 12:42:22.926, 9198, 67, 51, 119.15
2026/08/08 12:42:23.951, 9198, 66, 51, 119.15
2026/08/08 12:42:24.976, 9198, 66, 51, 118.19
2026/08/08 12:42:25.998, 9198, 66, 51, 117.61
2026/08/08 12:42:27.022, 9198, 66, 51, 117.84
2026/08/08 12:42:28.045, 9198, 64, 51, 117.13
2026/08/08 12:42:29.069, 9198, 65, 51, 116.90
2026/08/08 12:42:30.094, 9198, 66, 51, 117.01
2026/08/08 12:42:31.120, 9198, 63, 51, 115.67
2026/08/08 12:42:32.144, 9198, 66, 51, 116.51
2026/08/08 12:42:33.169, 9198, 68, 51, 119.22
2026/08/08 12:42:34.190, 9198, 68, 51, 119.35
2026/08/08 12:42:35.212, 9198, 66, 51, 118.24
2026/08/08 12:42:36.237, 9198, 67, 51, 117.96
2026/08/08 12:42:37.261, 9198, 66, 51, 117.99
2026/08/08 12:42:38.285, 9198, 67, 51, 118.27
2026/08/08 12:42:39.309, 9198, 67, 51, 118.03
2026/08/08 12:42:40.333, 9198, 66, 51, 118.08
2026/08/08 12:42:41.357, 9198, 67, 51, 117.89
2026/08/08 12:42:42.378, 9198, 67, 51, 117.72
2026/08/08 12:42:43.404, 9198, 67, 51, 117.85
2026/08/08 12:42:44.427, 9198, 48, 50, 99.41
