timestamp,memory_used_mib,utilization_gpu_percent,temperature_c,power_w
2026/08/08 19:05:15.509, 14086, 0, 41, 4.87
2026/08/08 19:05:16.537, 14086, 0, 41, 4.87
2026/08/08 19:05:17.575, 14086, 0, 41, 4.89
2026/08/08 19:05:18.611, 14086, 0, 41, 4.88
2026/08/08 19:05:19.641, 14086, 0, 41, 4.88
2026/08/08 19:05:20.671, 14086, 0, 41, 4.89
2026/08/08 19:05:21.704, 14086, 0, 41, 4.88
2026/08/08 19:05:22.737, 14086, 0, 41, 4.85
2026/08/08 19:05:23.766, 14086, 0, 41, 4.81
2026/08/08 19:05:24.793, 14086, 0, 41, 4.81
2026/08/08 19:05:25.822, 14086, 0, 41, 4.83
2026/08/08 19:05:26.856, 14086, 0, 41, 4.84
2026/08/08 19:05:27.895, 14086, 0, 41, 4.83
2026/08/08 19:05:28.928, 14086, 0, 41, 4.82
2026/08/08 19:05:29.960, 14086, 0, 41, 4.84
2026/08/08 19:05:30.994, 14086, 0, 41, 4.84
2026/08/08 19:05:32.029, 14086, 0, 41, 4.83
2026/08/08 19:05:33.059, 14086, 0, 41, 4.82
2026/08/08 19:05:34.088, 14086, 0, 41, 4.82
2026/08/08 19:05:35.117, 14086, 0, 41, 4.84
2026/08/08 19:05:36.147, 14086, 0, 41, 4.84
2026/08/08 19:05:37.176, 14086, 0, 41, 4.85
2026/08/08 19:05:38.210, 14086, 0, 41, 4.88
2026/08/08 19:05:39.243, 14086, 0, 41, 4.91
2026/08/08 19:05:40.278, 14086, 0, 41, 4.92
2026/08/08 19:05:41.311, 14086, 0, 41, 4.91
2026/08/08 19:05:42.342, 14086, 0, 41, 4.90
2026/08/08 19:05:43.377, 14086, 0, 41, 4.90
2026/08/08 19:05:44.408, 14086, 0, 41, 4.90
2026/08/08 19:05:45.441, 14086, 0, 41, 4.90
2026/08/08 19:05:46.468, 14086, 0, 41, 4.89
2026/08/08 19:05:47.498, 14086, 0, 41, 4.88
2026/08/08 19:05:48.523, 14086, 0, 41, 4.88
2026/08/08 19:05:49.558, 14086, 0, 41, 4.87
2026/08/08 19:05:50.588, 14086, 0, 41, 4.84
2026/08/08 19:05:51.621, 14086, 0, 41, 4.84
2026/08/08 19:05:52.655, 14086, 0, 41, 4.86
2026/08/08 19:05:53.684, 14086, 0, 41, 4.86
2026/08/08 19:05:54.714, 14086, 0, 41, 4.87
2026/08/08 19:05:55.753, 14086, 0, 41, 4.88
2026/08/08 19:05:56.779, 14086, 0, 41, 4.88
2026/08/08 19:05:57.813, 14086, 0, 41, 4.87
2026/08/08 19:05:58.846, 14086, 0, 41, 4.86
2026/08/08 19:05:59.873, 14086, 0, 41, 4.86
2026/08/08 19:06:00.915, 14086, 0, 41, 4.88
2026/08/08 19:06:01.937, 14086, 0, 41, 4.88
2026/08/08 19:06:02.972, 14086, 0, 41, 4.91
2026/08/08 19:06:04.001, 14086, 0, 41, 4.86
2026/08/08 19:06:05.032, 14086, 0, 41, 4.87
2026/08/08 19:06:06.066, 14086, 0, 41, 4.88
2026/08/08 19:06:07.094, 14086, 0, 41, 4.89
